股票代码,证券代码(市场后缀),股票名称,交易日期,龙虎榜解读,收盘价(元),涨跌幅(%),龙虎榜净买额(元),龙虎榜买入额(元),龙虎榜卖出额(元),龙虎榜成交额(元),市场总成交额(元),净买额占总成交比(%),龙虎榜成交额占总成交比(%),换手率(%),流通市值(元),上榜原因,1日后涨跌幅(%),2日后涨跌幅(%),5日后涨跌幅(%),10日后涨跌幅(%),证券类型代码,原始字段
603813,603813.SH,*ST原尚,2026-03-05 00:00:00,买一主买，成功率45.33%,36.18,4.9913,5076702.0,20145078.0,15068376.0,35213454.0,80573132.0,6.3007,43.7037,0.5782,3799442700.0,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,,,,,058001001,"{'SECURITY_CODE': '603813', 'SECUCODE': '603813.SH', 'SECURITY_NAME_ABBR': '*ST原尚', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '买一主买，成功率45.33%', 'CLOSE_PRICE': 36.18, 'CHANGE_RATE': 4.9913, 'BILLBOARD_NET_AMT': 5076702, 'BILLBOARD_BUY_AMT': 20145078, 'BILLBOARD_SELL_AMT': 15068376, 'BILLBOARD_DEAL_AMT': 35213454, 'ACCUM_AMOUNT': 80573132, 'DEAL_NET_RATIO': 6.300738067375, 'DEAL_AMOUNT_RATIO': 43.703717512185, 'TURNOVERRATE': 0.5782, 'FREE_MARKET_CAP': 3799442700, 'EXPLANATION': 'ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
605268,605268.SH,王力安防,2026-03-05 00:00:00,普通席位买入，成功率45.56%,12.67,9.9826,23242795.87,74371134.87,51128339.0,125499473.87,151192547.0,15.373,83.0064,0.846,5581039975.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,,058001001,"{'SECURITY_CODE': '605268', 'SECUCODE': '605268.SH', 'SECURITY_NAME_ABBR': '王力安防', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '普通席位买入，成功率45.56%', 'CLOSE_PRICE': 12.67, 'CHANGE_RATE': 9.9826, 'BILLBOARD_NET_AMT': 23242795.87, 'BILLBOARD_BUY_AMT': 74371134.87, 'BILLBOARD_SELL_AMT': 51128339, 'BILLBOARD_DEAL_AMT': 125499473.87, 'ACCUM_AMOUNT': 151192547, 'DEAL_NET_RATIO': 15.372977260579, 'DEAL_AMOUNT_RATIO': 83.006389111231, 'TURNOVERRATE': 0.846, 'FREE_MARKET_CAP': 5581039975, 'EXPLANATION': '非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
688031,688031.SH,星环科技,2026-03-05 00:00:00,普通席位买入，成功率52.58%,223.21,19.9989,195258353.01,519123689.78,323865336.77,842989026.55,2668699000.0,7.3166,31.588,10.929,27038747810.36,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '688031', 'SECUCODE': '688031.SH', 'SECURITY_NAME_ABBR': '星环科技', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '普通席位买入，成功率52.58%', 'CLOSE_PRICE': 223.21, 'CHANGE_RATE': 19.9989, 'BILLBOARD_NET_AMT': 195258353.01, 'BILLBOARD_BUY_AMT': 519123689.78, 'BILLBOARD_SELL_AMT': 323865336.77, 'BILLBOARD_DEAL_AMT': 842989026.55, 'ACCUM_AMOUNT': 2668699000, 'DEAL_NET_RATIO': 7.316612064905, 'DEAL_AMOUNT_RATIO': 31.588014480089, 'TURNOVERRATE': 10.929, 'FREE_MARKET_CAP': 27038747810.36, 'EXPLANATION': '有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
688055,688055.SH,龙腾光电,2026-03-05 00:00:00,买一主买，成功率47.37%,4.25,20.0565,29769519.59,63082280.99,33312761.4,96395042.39,229378100.0,12.9784,42.0245,1.6491,14166666950.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '688055', 'SECUCODE': '688055.SH', 'SECURITY_NAME_ABBR': '龙腾光电', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '买一主买，成功率47.37%', 'CLOSE_PRICE': 4.25, 'CHANGE_RATE': 20.0565, 'BILLBOARD_NET_AMT': 29769519.59, 'BILLBOARD_BUY_AMT': 63082280.99, 'BILLBOARD_SELL_AMT': 33312761.4, 'BILLBOARD_DEAL_AMT': 96395042.39, 'ACCUM_AMOUNT': 229378100, 'DEAL_NET_RATIO': 12.978361748572, 'DEAL_AMOUNT_RATIO': 42.024518639748, 'TURNOVERRATE': 1.6491, 'FREE_MARKET_CAP': 14166666950, 'EXPLANATION': '有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
688079,688079.SH,美迪凯,2026-03-05 00:00:00,上海资金买入，成功率47.30%,13.82,19.9653,31216349.49,81496175.02,50279825.53,131776000.55,298201300.0,10.4682,44.1903,5.5603,5586265935.38,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '688079', 'SECUCODE': '688079.SH', 'SECURITY_NAME_ABBR': '美迪凯', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '上海资金买入，成功率47.30%', 'CLOSE_PRICE': 13.82, 'CHANGE_RATE': 19.9653, 'BILLBOARD_NET_AMT': 31216349.49, 'BILLBOARD_BUY_AMT': 81496175.02, 'BILLBOARD_SELL_AMT': 50279825.53, 'BILLBOARD_DEAL_AMT': 131776000.55, 'ACCUM_AMOUNT': 298201300, 'DEAL_NET_RATIO': 10.468213750242, 'DEAL_AMOUNT_RATIO': 44.190283727804, 'TURNOVERRATE': 5.5603, 'FREE_MARKET_CAP': 5586265935.38, 'EXPLANATION': '有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
688383,688383.SH,新益昌,2026-03-05 00:00:00,普通席位买入，成功率35.88%,76.15,15.9939,11573607.46,107081975.49,95508368.03,202590343.52,295383400.0,3.9182,68.5856,3.8959,7777473640.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '688383', 'SECUCODE': '688383.SH', 'SECURITY_NAME_ABBR': '新益昌', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '普通席位买入，成功率35.88%', 'CLOSE_PRICE': 76.15, 'CHANGE_RATE': 15.9939, 'BILLBOARD_NET_AMT': 11573607.46, 'BILLBOARD_BUY_AMT': 107081975.49, 'BILLBOARD_SELL_AMT': 95508368.03, 'BILLBOARD_DEAL_AMT': 202590343.52, 'ACCUM_AMOUNT': 295383400, 'DEAL_NET_RATIO': 3.918164480468, 'DEAL_AMOUNT_RATIO': 68.585554746814, 'TURNOVERRATE': 3.8959, 'FREE_MARKET_CAP': 7777473640, 'EXPLANATION': '有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
688809,688809.SH,强一股份,2026-03-05 00:00:00,1家机构买入，成功率43.19%,387.9,17.517,91371993.22,302495891.16,211123897.94,513619789.1,2110172000.0,4.3301,24.3402,22.4374,9446532191.1,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '688809', 'SECUCODE': '688809.SH', 'SECURITY_NAME_ABBR': '强一股份', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '1家机构买入，成功率43.19%', 'CLOSE_PRICE': 387.9, 'CHANGE_RATE': 17.517, 'BILLBOARD_NET_AMT': 91371993.22, 'BILLBOARD_BUY_AMT': 302495891.16, 'BILLBOARD_SELL_AMT': 211123897.94, 'BILLBOARD_DEAL_AMT': 513619789.1, 'ACCUM_AMOUNT': 2110172000, 'DEAL_NET_RATIO': 4.330073246162, 'DEAL_AMOUNT_RATIO': 24.340185970622, 'TURNOVERRATE': 22.4374, 'FREE_MARKET_CAP': 9446532191.1, 'EXPLANATION': '有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
920001,920001.BJ,纬达光电,2026-03-05 00:00:00,普通席位买入，成功率50.67%,21.33,29.9817,-1404633.22,39438827.1,40843460.32,80282287.42,217860100.0,-0.6447,36.8504,11.8917,1891779456.6,当日收盘价涨幅达到20%的前5只股票,,,,,058001001,"{'SECURITY_CODE': '920001', 'SECUCODE': '920001.BJ', 'SECURITY_NAME_ABBR': '纬达光电', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '普通席位买入，成功率50.67%', 'CLOSE_PRICE': 21.33, 'CHANGE_RATE': 29.9817, 'BILLBOARD_NET_AMT': -1404633.22, 'BILLBOARD_BUY_AMT': 39438827.1, 'BILLBOARD_SELL_AMT': 40843460.32, 'BILLBOARD_DEAL_AMT': 80282287.42, 'ACCUM_AMOUNT': 217860100, 'DEAL_NET_RATIO': -0.644740923189, 'DEAL_AMOUNT_RATIO': 36.850385830173, 'TURNOVERRATE': 11.8917, 'FREE_MARKET_CAP': 1891779456.6, 'EXPLANATION': '当日收盘价涨幅达到20%的前5只股票', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
920014,920014.BJ,特瑞斯,2026-03-05 00:00:00,西藏自治区资金买入，成功率35.45%,17.54,14.2671,-16408.87,39628460.02,39644868.89,79273328.91,347912000.0,-0.0047,22.7855,30.3211,1176009606.92,当日价格振幅达到30%的前5只股票,,,,,058001001,"{'SECURITY_CODE': '920014', 'SECUCODE': '920014.BJ', 'SECURITY_NAME_ABBR': '特瑞斯', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '西藏自治区资金买入，成功率35.45%', 'CLOSE_PRICE': 17.54, 'CHANGE_RATE': 14.2671, 'BILLBOARD_NET_AMT': -16408.8699999973, 'BILLBOARD_BUY_AMT': 39628460.02, 'BILLBOARD_SELL_AMT': 39644868.89, 'BILLBOARD_DEAL_AMT': 79273328.91, 'ACCUM_AMOUNT': 347912000, 'DEAL_NET_RATIO': -0.004716385178, 'DEAL_AMOUNT_RATIO': 22.785454054474, 'TURNOVERRATE': 30.3211, 'FREE_MARKET_CAP': 1176009606.92, 'EXPLANATION': '当日价格振幅达到30%的前5只股票', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
920046,920046.BJ,亿能电力,2026-03-05 00:00:00,西藏自治区资金卖出，成功率9.65%,32.49,-2.1975,-25679752.37,46566845.84,72246598.21,118813444.05,674321600.0,-3.8082,17.6197,30.7033,2081871054.63,当日换手率达到20%的前5只股票,,,,,058001001,"{'SECURITY_CODE': '920046', 'SECUCODE': '920046.BJ', 'SECURITY_NAME_ABBR': '亿能电力', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '西藏自治区资金卖出，成功率9.65%', 'CLOSE_PRICE': 32.49, 'CHANGE_RATE': -2.1975, 'BILLBOARD_NET_AMT': -25679752.37, 'BILLBOARD_BUY_AMT': 46566845.84, 'BILLBOARD_SELL_AMT': 72246598.21, 'BILLBOARD_DEAL_AMT': 118813444.05, 'ACCUM_AMOUNT': 674321600, 'DEAL_NET_RATIO': -3.808235175916, 'DEAL_AMOUNT_RATIO': 17.619700162356, 'TURNOVERRATE': 30.7033, 'FREE_MARKET_CAP': 2081871054.63, 'EXPLANATION': '当日换手率达到20%的前5只股票', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
920088,920088.BJ,科力股份,2026-03-05 00:00:00,西藏自治区资金卖出，成功率31.20%,80.28,-9.2163,-21541201.85,100687748.62,122228950.47,222916699.09,1105665700.0,-1.9483,20.1613,40.9768,2551402603.44,当日换手率达到20%的前5只股票,,,,,058001001,"{'SECURITY_CODE': '920088', 'SECUCODE': '920088.BJ', 'SECURITY_NAME_ABBR': '科力股份', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '西藏自治区资金卖出，成功率31.20%', 'CLOSE_PRICE': 80.28, 'CHANGE_RATE': -9.2163, 'BILLBOARD_NET_AMT': -21541201.85, 'BILLBOARD_BUY_AMT': 100687748.62, 'BILLBOARD_SELL_AMT': 122228950.47, 'BILLBOARD_DEAL_AMT': 222916699.09, 'ACCUM_AMOUNT': 1105665700, 'DEAL_NET_RATIO': -1.948256317438, 'DEAL_AMOUNT_RATIO': 20.161310881761, 'TURNOVERRATE': 40.9768, 'FREE_MARKET_CAP': 2551402603.44, 'EXPLANATION': '当日换手率达到20%的前5只股票', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
920158,920158.BJ,长江能科,2026-03-05 00:00:00,1家机构买入，成功率37.62%,21.24,4.6305,18922831.94,65236585.6,46313753.66,111550339.26,349830900.0,5.4091,31.8869,43.0048,810080856.0,当日换手率达到20%的前5只股票,,,,,058001001,"{'SECURITY_CODE': '920158', 'SECUCODE': '920158.BJ', 'SECURITY_NAME_ABBR': '长江能科', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '1家机构买入，成功率37.62%', 'CLOSE_PRICE': 21.24, 'CHANGE_RATE': 4.6305, 'BILLBOARD_NET_AMT': 18922831.94, 'BILLBOARD_BUY_AMT': 65236585.6, 'BILLBOARD_SELL_AMT': 46313753.66, 'BILLBOARD_DEAL_AMT': 111550339.26, 'ACCUM_AMOUNT': 349830900, 'DEAL_NET_RATIO': 5.409136797235, 'DEAL_AMOUNT_RATIO': 31.886931446022, 'TURNOVERRATE': 43.0048, 'FREE_MARKET_CAP': 810080856, 'EXPLANATION': '当日换手率达到20%的前5只股票', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
920168,920168.BJ,通宝光电,2026-03-05 00:00:00,1家机构买入，成功率37.58%,25.5,3.7429,-644197.14,33910355.04,34554552.18,68464907.22,241286600.0,-0.267,28.3749,32.5692,718450107.0,当日换手率达到20%的前5只股票,,,,,058001001,"{'SECURITY_CODE': '920168', 'SECUCODE': '920168.BJ', 'SECURITY_NAME_ABBR': '通宝光电', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '1家机构买入，成功率37.58%', 'CLOSE_PRICE': 25.5, 'CHANGE_RATE': 3.7429, 'BILLBOARD_NET_AMT': -644197.140000001, 'BILLBOARD_BUY_AMT': 33910355.04, 'BILLBOARD_SELL_AMT': 34554552.18, 'BILLBOARD_DEAL_AMT': 68464907.22, 'ACCUM_AMOUNT': 241286600, 'DEAL_NET_RATIO': -0.266984217109, 'DEAL_AMOUNT_RATIO': 28.374931396936, 'TURNOVERRATE': 32.5692, 'FREE_MARKET_CAP': 718450107, 'EXPLANATION': '当日换手率达到20%的前5只股票', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
920183,920183.BJ,海菲曼,2026-03-05 00:00:00,西藏自治区资金卖出，成功率47.90%,45.18,-15.2345,-2117408.57,34541589.3,36658997.87,71200587.17,297826500.0,-0.711,23.9067,56.8742,508267183.86,当日换手率达到20%的前5只股票,,,,,058001001,"{'SECURITY_CODE': '920183', 'SECUCODE': '920183.BJ', 'SECURITY_NAME_ABBR': '海菲曼', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '西藏自治区资金卖出，成功率47.90%', 'CLOSE_PRICE': 45.18, 'CHANGE_RATE': -15.2345, 'BILLBOARD_NET_AMT': -2117408.57, 'BILLBOARD_BUY_AMT': 34541589.3, 'BILLBOARD_SELL_AMT': 36658997.87, 'BILLBOARD_DEAL_AMT': 71200587.17, 'ACCUM_AMOUNT': 297826500, 'DEAL_NET_RATIO': -0.710953716342, 'DEAL_AMOUNT_RATIO': 23.906733339713, 'TURNOVERRATE': 56.8742, 'FREE_MARKET_CAP': 508267183.86, 'EXPLANATION': '当日换手率达到20%的前5只股票', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
